Folder,DOI,Publication_link,Title,Abstract,Scientific_Name,Common_Name,Sharing_Link,Requires_Authorization,Phenotype,Map,Pedigree,N_Geno,N_markers,Download_Instructions,Tags
00029_InsightsGeneticBasisBlueberryTetraploid,https://doi.org/10.5061/dryad.kd4jq6h,https://www.frontiersin.org/articles/10.3389/fevo.2018.00107/full,Insights Into the Genetic Basis of Blueberry Fruit-Related Traits Using Diploid and Polyploid Models in a GWAS Context,"Polyploidization is an ancient and recurrent process in plant evolution, impacting the diversification of natural populations and plant breeding strategies. Polyploidization occurs in many important crops; however, its effects on inheritance of many agronomic traits are still poorly understood compared with diploid species. Higher levels of allelic dosage or more complex interactions between alleles could affect the phenotype expression. Hence, the present study aimed to dissect the genetic basis of fruit-related traits in autotetraploid blueberries and identify candidate genes affecting phenotypic variation. We performed a genome-wide association study (GWAS) assuming diploid and tetraploid inheritance, encompassing distinct models of gene action (additive, general, different orders of allelic interaction, and the corresponding diploidized models). A total of 1,575 southern highbush blueberry individuals from a breeding population of 117 full-sib families were genotyped using sequence capture and next-generation sequencing, and evaluated for eight fruit-related traits. For the diploid allele calling, 77,496 SNPs were detected; while 80,591 SNPs were obtained in tetraploid, with a high degree of overlap (95%) between them. A linear mixed model that accounted for population and family structure was used for the GWAS analyses. By modeling tetraploid genotypes, we detected 15 SNPs significantly associated with five fruit-related traits. Alternatively, seven significant SNPs were detected for only two traits using diploid genotypes, with two SNPs overlapping with the tetraploid scenario. Our results showed that the importance of tetraploid models varied by trait and that the use of diploid models has hindered the detection of SNP-trait associations and, consequently, the genetic architecture of some commercially important traits in autotetraploid species. Furthermore, 14 SNPs co-localized with candidate genes, five of which lead to non-synonymous amino acid changes. The potential functional significance of these SNPs is discussed.",Vaccinium corybosum,Blueberry,https://datadryad.org/stash/dataset/doi:10.5061/dryad.kd4jq6h,FALSE,TRUE,FALSE,FALSE,1559,80591,NA,polyploidization; genetic inheritance; GWAS; blueberries; SNP-trait association; plant breeding; genome-wide association study; allelic interaction
00030_MultiGenerationGenomicPredictionMaize,https://doi.org/10.5061/dryad.c3318,https://www.nature.com/articles/s41437-021-00474-1,Multi-generation genomic prediction of maize yield using parametric and non-parametric sparse selection indices,"Genomic prediction models are often calibrated using multi-generation data. Over time, as data accumulates, training data sets become increasingly heterogeneous. Differences in allele frequency and linkage disequilibrium patterns between the training and prediction genotypes may limit prediction accuracy. This leads to the question of whether all available data or a subset of it should be used to calibrate genomic prediction models. Previous research on training set optimization has focused on identifying a subset of the available data that is optimal for a given prediction set. However, this approach does not contemplate the possibility that different training sets may be optimal for different prediction genotypes. To address this problem, we recently introduced a sparse selection index (SSI) that identifies an optimal training set for each individual in a prediction set. Using additive genomic relationships, the SSI can provide increased accuracy relative to genomic-BLUP (GBLUP). Non-parametric genomic models using Gaussian kernels (KBLUP) have, in some cases, yielded higher prediction accuracies than standard additive models. Therefore, here we studied whether combining SSIs and kernel methods could further improve prediction accuracy when training genomic models using multi-generation data. Using four years of doubled haploid maize data from the International Maize and Wheat Improvement Center (CIMMYT), we found that when predicting grain yield the KBLUP outperformed the GBLUP, and that using SSI with additive relationships (GSSI) lead to 5–17% increases in accuracy, relative to the GBLUP. However, differences in prediction accuracy between the KBLUP and the kernel-based SSI were smaller and not always significant.",Zea mays,Maize,https://datadryad.org/stash/dataset/doi:10.5061/dryad.qjq2bvqgz,FALSE,TRUE,FALSE,FALSE,3528,4613,NA,genomic prediction models; training data optimization; allele frequency; linkage disequilibrium; sparse selection index; kernel methods; maize genetic research; genomic-BLUP (GBLUP)
00031_MultipleTraitsGenomicPredictionEIWheat,https://doi.org/10.1371/journal.pone.0232665,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232665,"Use of multiple traits genomic prediction, genotype by environment interactions and spatial effect to improve prediction accuracy in yield data","Genomic selection has been extensively implemented in plant breeding schemes. Genomic selection incorporates dense genome-wide markers to predict the breeding values for important traits based on information from genotype and phenotype records on traits of interest in a reference population. To date, most relevant investigations have been performed using single trait genomic prediction models (STGP). However, records for several traits at once are usually documented for breeding lines in commercial breeding programs. By incorporating benefits from genetic characterizations of correlated phenotypes, multiple trait genomic prediction (MTGP) may be a useful tool for improving prediction accuracy in genetic evaluations. The objective of this study was to test whether the use of MTGP and including proper modeling of spatial effects can improve the prediction accuracy of breeding values in commercial barley and wheat breeding lines. We genotyped 1,317 spring barley and 1,325 winter wheat lines from a commercial breeding program with the Illumina 9K barley and 15K wheat SNP-chip (respectively) and phenotyped them across multiple years and locations. Results showed that the MTGP approach increased correlations between future performance and estimated breeding value of yields by 7% in barley and by 57% in wheat relative to using the STGP approach for each trait individually. Analyses combining genomic data, pedigree information, and proper modeling of spatial effects further increased the prediction accuracy by 4% in barley and 3% in wheat relative to the model using genomic relationships only. The prediction accuracy for yield in wheat and barley yield trait breeding, were improved by combining MTGP and spatial effects in the model.",Triticum aestivum,Wheat,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0232665#sec019,FALSE,TRUE,FALSE,FALSE,1325,11155,Go to Supplementary information and Download S3 Data and S4 Data,genomic selection; plant breeding; multiple trait genomic prediction; single trait genomic prediction; genetic evaluations; prediction accuracy; barley; wheat
00032_MultisiteExperimentNetworkMaize,https://doi.org/10.15454/IASSTN,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.15454/IASSTN,A multi-site experiment in a network of European fields for assessing the maize yield response to environmental scenarios,"This dataset comes from the European Union project DROPS (DROught-tolerant yielding PlantS). A panel of 256 maize hybrids was grown with two water regimes (irrigated or rainfed), in seven fields in 2012 and 2013, respectively, spread along a climatic transect from western to eastern Europe, plus one site in Chile in 2013. This resulted in 29 experiments defined as the combination of one year, one site and one water regime, with two and three repetitions for rainfed and irrigated treatments, respectively. A detailed environmental characterisation was carried out, with hourly records of micrometeorological data and soil water status, and associated with precise measurement of phenology. Grain yield and its components were measured at the end of the experiment. The main purpose of this dataset consists in using the environmental characterisation to quantify the genetic variability of maize grain yield in response to the environmental drivers for genotype-by-environment interaction. For instance, allelic effects at QTLs identified over the field network are consistent within a scenario but largely differ between scenarios.",Zea mays,Maize,https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.15454/IASSTN,FALSE,TRUE,FALSE,FALSE,246,41722,NA,agricultural research; plant genetics; drought tolerance; maize hybrids; genotype-environment interaction; environmental characterization; European agriculture; crop yield optimization
00033_MultivariateGBLUPCranberryCNJ02,https://doi.org/10.3389/fpls.2018.01310,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2018.01310/full,Multivariate GBLUP Improves Accuracy of Genomic Selection for Yield and Fruit Weight in Biparental Populations of Vaccinium macrocarpon Ait,"The development of high-throughput genotyping has made genome-wide association (GWAS) and genomic selection (GS) applications possible for both model and non-model species. The exploitation of genome-assisted approaches could greatly benefit breeding efforts in American cranberry (Vaccinium macrocarpon) and other minor crops. Using biparental populations with different degrees of relatedness, we evaluated multiple GS methods for total yield (TY) and mean fruit weight (MFW). Specifically, we compared predictive ability (PA) differences between univariate and multivariate genomic best linear unbiased predictors (GBLUP and MGBLUP, respectively). We found that MGBLUP provided higher predictive ability (PA) than GBLUP, in scenarios with medium genetic correlation (8–17% increase with corg~0.6) and high genetic correlations (25–156% with corg~0.9), but found no increase when genetic correlation was low. In addition, we found that only a few hundred single nucleotide polymorphism (SNP) markers are needed to reach a plateau in PA for both traits in the biparental populations studied (in full linkage disequilibrium). We observed that higher resemblance among individuals in the training (TP) and validation (VP) populations provided greater PA. Although multivariate GS methods are available, genetic correlations and other factors need to be carefully considered when applying these methods for genetic improvement.",Vaccinium macrocarpon,American Cranberry,https://www.frontiersin.org/articles/10.3389/fpls.2018.01310/full#supplementary-material,FALSE,TRUE,FALSE,FALSE,178,3754,Go to Supplementary Material of the article and Download SF1 file(Table 1),genomic selection; GWAS; genetic correlations; plant breeding; predictive ability; SNP markers; multivariate analysis; Vaccinium macrocarpon
00034_MultivariateGBLUPCranberryCNJ04,https://doi.org/10.3389/fpls.2018.01310,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2018.01310/full,Multivariate GBLUP Improves Accuracy of Genomic Selection for Yield and Fruit Weight in Biparental Populations of Vaccinium macrocarpon Ait,"The development of high-throughput genotyping has made genome-wide association (GWAS) and genomic selection (GS) applications possible for both model and non-model species. The exploitation of genome-assisted approaches could greatly benefit breeding efforts in American cranberry (Vaccinium macrocarpon) and other minor crops. Using biparental populations with different degrees of relatedness, we evaluated multiple GS methods for total yield (TY) and mean fruit weight (MFW). Specifically, we compared predictive ability (PA) differences between univariate and multivariate genomic best linear unbiased predictors (GBLUP and MGBLUP, respectively). We found that MGBLUP provided higher predictive ability (PA) than GBLUP, in scenarios with medium genetic correlation (8–17% increase with corg~0.6) and high genetic correlations (25–156% with corg~0.9), but found no increase when genetic correlation was low. In addition, we found that only a few hundred single nucleotide polymorphism (SNP) markers are needed to reach a plateau in PA for both traits in the biparental populations studied (in full linkage disequilibrium). We observed that higher resemblance among individuals in the training (TP) and validation (VP) populations provided greater PA. Although multivariate GS methods are available, genetic correlations and other factors need to be carefully considered when applying these methods for genetic improvement.",Vaccinium macrocarpon,American Cranberry,https://www.frontiersin.org/articles/10.3389/fpls.2018.01310/full#supplementary-material,FALSE,TRUE,FALSE,FALSE,71,2957,Go to Supplementary Material of the article and Download SF1 file(Table 1),genomics; genomic selection; GWAS; breeding; predictive ability; SNP markers; Vaccinium macrocarpon; genetic improvement
00035_MultivariateGBLUPCranberryGRYG,https://doi.org/10.3389/fpls.2018.01310,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2018.01310/full,Multivariate GBLUP Improves Accuracy of Genomic Selection for Yield and Fruit Weight in Biparental Populations of Vaccinium macrocarpon Ait,"The development of high-throughput genotyping has made genome-wide association (GWAS) and genomic selection (GS) applications possible for both model and non-model species. The exploitation of genome-assisted approaches could greatly benefit breeding efforts in American cranberry (Vaccinium macrocarpon) and other minor crops. Using biparental populations with different degrees of relatedness, we evaluated multiple GS methods for total yield (TY) and mean fruit weight (MFW). Specifically, we compared predictive ability (PA) differences between univariate and multivariate genomic best linear unbiased predictors (GBLUP and MGBLUP, respectively). We found that MGBLUP provided higher predictive ability (PA) than GBLUP, in scenarios with medium genetic correlation (8–17% increase with corg~0.6) and high genetic correlations (25–156% with corg~0.9), but found no increase when genetic correlation was low. In addition, we found that only a few hundred single nucleotide polymorphism (SNP) markers are needed to reach a plateau in PA for both traits in the biparental populations studied (in full linkage disequilibrium). We observed that higher resemblance among individuals in the training (TP) and validation (VP) populations provided greater PA. Although multivariate GS methods are available, genetic correlations and other factors need to be carefully considered when applying these methods for genetic improvement.",Vaccinium macrocarpon,American Cranberry,https://www.frontiersin.org/articles/10.3389/fpls.2018.01310/full#supplementary-material,FALSE,TRUE,FALSE,FALSE,362,3823,Go to Supplementary Material of the article and Download SF1 file(Table 1),genomics; genomic selection; genome-wide association studies; predictive ability; genetic correlations; Vaccinium macrocarpon breeding; multivariate analysis; single nucleotide polymorphism
00036_PredictionAndSelectionAccuracyWheatBreeding,https://doi.org/10.5061/dryad.7f138,https://acsess.onlinelibrary.wiley.com/doi/full/10.3835/plantgenome2017.05.0043,Combining High-Throughput Phenotyping and Genomic Information to Increase Prediction and Selection Accuracy in Wheat Breeding,"Genomics and phenomics have promised to revolutionize the field of plant breeding. The integration of these two fields has just begun and is being driven through big data by advances in next-generation sequencing and developments of field-based high-throughput phenotyping (HTP) platforms. Each year the International Maize and Wheat Improvement Center (CIMMYT) evaluates tens-of-thousands of advanced lines for grain yield across multiple environments. To evaluate how CIMMYT may utilize dynamic HTP data for genomic selection (GS), we evaluated 1170 of these advanced lines in two environments, drought (2014, 2015) and heat (2015). A portable phenotyping system called ‘Phenocart’ was used to measure normalized difference vegetation index and canopy temperature simultaneously while tagging each data point with precise GPS coordinates. For genomic profiling, genotyping-by-sequencing (GBS) was used for marker discovery and genotyping. Several GS models were evaluated utilizing the 2254 GBS markers along with over 1.1 million phenotypic observations. The physiological measurements collected by HTP, whether used as a response in multivariate models or as a covariate in univariate models, resulted in a range of 33% below to 7% above the standard univariate model. Continued advances in yield prediction models as well as increasing data generating capabilities for both genomic and phenomic data will make these selection strategies tractable for plant breeders to implement increasing the rate of genetic gain.",Triticum aestivum,Wheat,https://datadryad.org/stash/dataset/doi:10.5061/dryad.7f138,FALSE,TRUE,FALSE,FALSE,2079,22535,NA,genomics; phenomics; plant breeding; high-throughput phenotyping; genomic selection; genotyping-by-sequencing; yield prediction models; CIMMYT
00037_ReplicatedRadiationPlantCladeViburnum,https://doi.org/10.5281/zenodo.5504438,https://www.nature.com/articles/s41559-022-01823-x,Replicated radiation of a plant clade along a cloud forest archipelago,"Replicated radiations, in which sets of similar forms evolve repeatedly within different regions, can provide powerful insights into parallel evolution and the assembly of functional diversity within communities. Several cases have been described in animals, but in plants we lack well-documented cases of replicated radiation that combine comprehensive phylogenetic and biogeographic analyses, the delimitation of geographic areas within which a set of ‘ecomorphs’ evolved independently and the identification of potential underlying mechanisms. Here we document the repeated evolution of a set of leaf ecomorphs in a group of neotropical plants. The Oreinotinus lineage within the angiosperm clade Viburnum spread from Mexico to Argentina through disjunct cloud forest environments. In 9 of 11 areas of endemism, species with similar sets of leaf forms evolved in parallel. We reject gene-flow-mediated evolution of similar leaves and show, instead, that species with disparate leaf forms differ in their climatic niches, supporting ecological adaptation as the driver of parallelism. Our identification of a case of replicated radiation in plants sets the stage for comparative analyses of such phenomena across the tree of life.",Viburnum sp,Viburnum,https://zenodo.org/records/5504439,FALSE,TRUE,TRUE,FALSE,273,3419673,NA,parallel evolution; replicated radiation; ecological adaptation; phylogenetic analysis; biogeography; ecomorphs; neotropical plants; Viburnum
00038_SpringtailPhylogeographyBiosecurityRisks,https://doi.org/10.26180/5d6e10736bed4,https://onlinelibrary.wiley.com/doi/10.1111/eva.12913,Springtail phylogeography highlights biosecurity risks of repeated invasions and intraregional transfers among remote islands,"Human-mediated transport of species outside their natural range is a rapidly growing threat to biodiversity, particularly for island ecosystems that have evolved in isolation. The genetic structure underpinning island populations will largely determine their response to increased transport and thus help to inform biosecurity management. However, this information is severely lacking for some groups, such as the soil fauna. We therefore analysed the phylogeographic structure of an indigenous and an invasive springtail species (Collembola: Poduromorpha), each distributed across multiple remote sub-Antarctic islands, where human activity is currently intensifying. For both species, we generated a genome-wide SNP data set and additionally analysed all available COI barcodes. Genetic differentiation in the indigenous springtail Tullbergia bisetosa is substantial among (and, to a lesser degree, within) islands, reflecting low dispersal and historic population fragmentation, while COI patterns reveal ancestral signatures of postglacial recolonization. This pronounced geographic structure demonstrates the key role of allopatric divergence in shaping the region's diversity and highlights the vulnerability of indigenous populations to genetic homogenization via human transport. For the invasive species Hypogastrura viatica, nuclear genetic structure is much less apparent, particularly for islands linked by regular shipping, while diverged COI haplotypes indicate multiple independent introductions to each island. Thus, human transport has likely facilitated this species’ persistence since its initial colonization, through the ongoing introduction and inter-island spread of genetic variation. These findings highlight the different evolutionary consequences of human transport for indigenous and invasive soil species. Crucially, both outcomes demonstrate the need for improved intraregional biosecurity among remote island systems, where the policy focus to date has been on external introductions.",Tullbergia bisetosa,Springtail,https://bridges.monash.edu/articles/dataset/SNP_dataset_for_the_springtail_Tullbergia_bisetosa/9761429,FALSE,FALSE,FALSE,FALSE,178,5680,NA,island biodiversity; genetic structure; biosecurity management; invasive species; human-mediated transport; phylogeographic analysis; sub-Antarctic ecosystems; SNP data analysis
00039_SynthesisFloralAromaNacionalCocoa,https://doi.org/10.3389/fpls.2021.681979,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2021.681979/full,Two Main Biosynthesis Pathways Involved in the Synthesis of the Floral Aroma of the Nacional Cocoa Variety,"Theobroma cacao is the only source that allows the production of chocolate. It is of major economic importance for producing countries such as Ecuador, which is the third-largest cocoa producer in the world. Cocoa is classified into two groups: bulk cocoa and aromatic fine flavour cocoa. In contrast to bulk cocoa, fine flavour cocoa is characterised by fruity and floral notes. One of the characteristics of Nacional cocoa, the emblematic cocoa of Ecuador, is its aromatic ARRIBA flavour. This aroma is mainly composed of floral notes whose genetic and biochemical origin is not well-known. This research objective is to study the genetic and biochemical determinism of the floral aroma of modern Nacional cocoa variety from Ecuador. Genome-Wide Association Study (GWAS) was conducted on a population of 152 genotypes of cocoa trees belonging to the population variety of modern Nacional. Genome-Wide Association Study was conducted by combining SSR and SNP genotyping, assaying biochemical compounds (in roasted and unroasted beans), and sensory evaluations from various tastings. This analysis highlighted different areas of association for all types of traits. In a second step, a search for candidate genes in these association zones was undertaken, which made it possible to find genes potentially involved in the biosynthesis pathway of the biochemical compound identified in associations. Our results show that two biosynthesis pathways seem to be mainly related to the floral note of Nacional cocoa: the monoterpene biosynthesis pathway and the L-phenylalanine degradation pathway. As already suggested, the genetic background would therefore appear as largely explaining the floral note of cocoa.",Theobroma cacao,Cocoa tree,http://tropgenedb.cirad.fr/tropgene/JSP/interface.jsp?module=COCOA,FALSE,FALSE,FALSE,FALSE,206,5337,"Select ""Cocoa Amazonia Ecuador aroma"" in the study field and download the data by CIRAD - INIAP Institute",Theobroma cacao; chocolate production; fine flavour cocoa; genetic research; Genome-Wide Association Study; Ecuadorian cocoa; sensory evaluation; biochemical analysis
00040_AccuracyOfGenomicSelection,https://doi.org/10.5061/dryad.jb17n,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0156086,On the Accuracy of Genomic Selection,"Genomic selection is focused on prediction of breeding values of selection candidates by means of high density of markers. It relies on the assumption that all quantitative trait loci (QTLs) tend to be in strong linkage disequilibrium (LD) with at least one marker. In this context, we present theoretical results regarding the accuracy of genomic selection, i.e., the correlation between predicted and true breeding values. Typically, for individuals (so-called test individuals), breeding values are predicted by means of markers, using marker effects estimated by fitting a ridge regression model to a set of training individuals. We present a theoretical expression for the accuracy; this expression is suitable for any configurations of LD between QTLs and markers. We also introduce a new accuracy proxy that is free of the QTL parameters and easily computable; it outperforms the proxies suggested in the literature, in particular, those based on an estimated effective number of independent loci (Me). The theoretical formula, the new proxy, and existing proxies were compared for simulated data, and the results point to the validity of our approach. The calculations were also illustrated on a new perennial ryegrass set (367 individuals) genotyped for 24,957 single nucleotide polymorphisms (SNPs). In this case, most of the proxies studied yielded similar results because of the lack of markers for coverage of the entire genome (2.7 Gb).",Lolium perenne,perennial ryegrass,https://datadryad.org/stash/dataset/doi:10.5061/dryad.jb17n,FALSE,FALSE,TRUE,FALSE,367,24957,NA,genomic selection; quantitative trait loci; linkage disequilibrium; ridge regression; breeding values; marker effects; single nucleotide polymorphisms; genetic markers
00041_AgronomicTraitsCommonBean,https://doi.org/10.7910/DVN/XCD67U,https://www.frontiersin.org/journals/plant-science/articles/10.3389/fpls.2020.01001/full,Genomic Prediction of Agronomic Traits in Common Bean (Phaseolus vulgaris L.) Under Environmental Stress,"In plant and animal breeding, genomic prediction models are established to select new lines based on genomic data, without the need for laborious phenotyping. Prediction models can be trained on recent or historic phenotypic data and increasingly available genotypic data. This enables the adoption of genomic selection also in under-used legume crops such as common bean. Beans are an important staple food in the tropics and mainly grown by smallholders under limiting environmental conditions such as drought or low soil fertility. Therefore, genotype-by-environment interactions (G × E) are an important consideration when developing new bean varieties. However, G × E are often not considered in genomic prediction models nor are these models implemented in current bean breeding programs. Here we show the prediction abilities of four agronomic traits in common bean under various environmental stresses based on twelve field trials. The dataset includes 481 elite breeding lines characterized by 5,820 SNP markers. Prediction abilities over all twelve trials ranged between 0.6 and 0.8 for yield and days to maturity, respectively, predicting new lines into new seasons. In all four evaluated traits, the prediction abilities reached about 50–80% of the maximum accuracies given by phenotypic correlations and heritability. Predictions under drought and low phosphorus stress were up to 10 and 20% improved when G × E were included in the model, respectively. Our results demonstrate the potential of genomic selection to increase the genetic gain in common bean breeding. Prediction abilities improved when more phenotypic data was available and G × E could be accounted for. Furthermore, the developed models allowed us to predict genotypic performance under different environmental stresses. This will be a key factor in the development of common bean varieties adapted to future challenging conditions.",Phaseolus vulgaris,Common bean,https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/XCD67U,FALSE,TRUE,FALSE,FALSE,481,5820,NA,genomic prediction; plant breeding; genotype-by-environment interaction; common bean; SNP markers; genetic gain; environmental stress adaptation; agronomic traits
00042_CaseStudyOrangeRoughy,https://doi.org/10.26188/5d9bc8afa5b54,https://besjournals.onlinelibrary.wiley.com/doi/full/10.1111/1365-2664.13534,Genomic data suggest environmental drivers of fish population structure in the deep sea: A case study for the orange roughy (Hoplostethus atlanticus),"The accurate identification of conservation units is central to effective management strategies. However, marine environment populations often have large census sizes and few obvious boundaries to gene flow. Poorly understood species in the deep sea are especially at risk of being erroneously managed as a single interbreeding stock (panmictic). However, mistaking cryptic structure for panmixia can have important consequences leading to ineffective management and population decline. Furthermore, characteristics of populations essential for their survival may reflect local adaptation, not evident from surveys using neutral genetic markers.
We use genomic methodologies to test hypotheses about potential drivers of cryptic population structure among marine fish populations in the deep sea. In particular, we consider the possibility of isolation by distance along habitat corridors for a species dependent on a specific depth range and test for differentiation at functional loci across potential ecological habitat boundaries.
For a species previously understood to be panmictic in the North Atlantic, we reveal neutral genetic differentiation among regional populations isolated by distance along deep-water channels. We also reveal a distinct pattern of cryptic genetic structure for putative functional loci, despite apparently high levels of gene flow.
Synthesis and applications. This example reflects the life history and ecology of a broad range of deep-sea species currently exploited in intensive fisheries or as bycatch. In many cases where these populations are managed as a single stock, more effective management could be achieved using the methods we describe to identify relevant eco-evolutionary processes, facilitated by genomic methods, permitting the recognition of cryptic stock structure. This approach also allows managers to more directly promote the essential but elusive conservation of adaptive potential.",Hoplostethus atlanticus,Orange roughy,https://figshare.unimelb.edu.au/articles/dataset/Genomic_data_suggest_environmental_drivers_of_fish_population_structure_in_the_deep_sea_a_case_study_for_the_orange_roughy_Hoplostethus_atlanticus_/9946856,FALSE,FALSE,FALSE,FALSE,1734,7714,NA,conservation management; marine biodiversity; genetic differentiation; deep-sea fisheries; genomic methodologies; population structure; eco-evolutionary processes; adaptive potential
00043_ConnectivityInLeiopotheraponUnicolor,https://doi.org/10.5061/dryad.h5r77,https://academic.oup.com/jhered/article/109/3/320/4617854?login=false,"Genome-wide SNPs identify limits to connectivity in the extreme freshwater disperser, spangled perch Leiopotherapon unicolor (Terapontidae)","The utility of restriction-site associated DNA sequencing (RADseq) to resolve fine-scale population structure was tested on an abundant and vagile fish species in a tropical river. Australia’s most widespread freshwater fish, the “extreme disperser” Leiopotherapon unicolor was sampled from 6 locations in an unregulated system, the Daly River in Australia’s Northern Territory. Despite an expectation of high connectivity based on life history knowledge of this species derived from arid zone habitats, L. unicolor was not a panmictic population in the tropical lower Daly. Using ~14000 polymorphic RADseq loci, we found a pattern of upstream versus downstream population subdivision and evidence for differentiation among tributary populations. The magnitude of population structure was low with narrow confidence intervals (global FST = 0.014; 95% CI = 0.012–0.016). Confidence intervals around pairwise FST estimates were all nonzero and consistent with the results of clustering analyses. This population structure was not explained by spatially heterogeneous selection acting on a subset of loci, or by sampling groups of closely related individuals (average within-site relatedness ≈ 0). One implication of the low but significant structure observed in the tropics is the possibility that L. unicolor may exhibit contrasting patterns of migratory biology in tropical versus arid zone habitats. We conclude that the RADseq revolution holds promise for delineating subtle patterns of population subdivision in species characterized by high within-population variation and low among-population differentiation.",Leiopotherapon unicolor,spangled perch,https://datadryad.org/stash/dataset/doi:10.5061/dryad.h5r77,FALSE,FALSE,FALSE,FALSE,48,14031,NA,RADseq; population structure; freshwater fish; genetic differentiation; tropical river ecology; Leiopotherapon unicolor; spatial population dynamics; migratory biology patterns
00044_CottonFibreQualityBayesianRegression,https://doi.org/10.25919/k18n-nk98,https://www.nature.com/articles/s41437-022-00537-x,Genomic prediction of cotton fibre quality and yield traits using Bayesian regression methods,"Genomic selection or genomic prediction (GP) has increasingly become an important molecular breeding technology for crop improvement. GP aims to utilise genome-wide marker data to predict genomic breeding value for traits of economic importance. Though GP studies have been widely conducted in various crop species such as wheat and maize, its application in cotton, an essential renewable textile fibre crop, is still significantly underdeveloped. We aim to develop a new GP-based breeding system that can improve the efficiency of our cotton breeding program. This article presents a GP study on cotton fibre quality and yield traits using 1385 breeding lines from the Commonwealth Scientific and Industrial Research Organisation (CSIRO, Australia) cotton breeding program which were genotyped using a high-density SNP chip that generated 12,296 informative SNPs. The aim of this study was twofold: (1) to identify the models and data sources (i.e. genomic and pedigree) that produce the highest prediction accuracies; and (2) to assess the effectiveness of GP as a selection tool in the CSIRO cotton breeding program. The prediction analyses were conducted under various scenarios using different Bayesian predictive models. Results highlighted that the model combining genomic and pedigree information resulted in the best cross validated prediction accuracies: 0.76 for fibre length, 0.65 for fibre strength, and 0.64 for lint yield. Overall, this work represents the largest scale genomic selection studies based on cotton breeding trial data. Prediction accuracies reported in our study indicate the potential of GP as a breeding tool for cotton. The study highlighted the importance of incorporating pedigree and environmental factors in GP models to optimise the prediction performance.",Gossypium hirsutum,Cotton,https://data.csiro.au/collection/csiro%3A54562v2,FALSE,TRUE,TRUE,TRUE,1385,12297,NA,genomic selection; cotton breeding; SNP genotyping; genomic prediction accuracies; Bayesian predictive models; crop improvement technologies; genetic markers; trait prediction
00045_EucalyptusSeeds,https://doi.org/10.5061/dryad.pf58510,https://www.nature.com/articles/s41437-018-0119-5,Efficiency of genomic prediction across two Eucalyptus nitens seed orchards with different selection histories,"Genomic selection is expected to enhance the genetic improvement of forest tree species by providing more accurate estimates of breeding values through marker-based relationship matrices compared with pedigree-based methodologies. When adequately robust genomic prediction models are available, an additional increase in genetic gains can be made possible with the shortening of the breeding cycle through elimination of the progeny testing phase and early selection of parental candidates. The potential of genomic selection was investigated in an advanced Eucalyptus nitens breeding population focused on improvement for solid wood production. A high-density SNP chip (EUChip60K) was used to genotype 691 individuals in the breeding population, which represented two seed orchards with different selection histories. Phenotypic records for growth and form traits at age six, and for wood quality traits at age seven were available to build genomic prediction models using GBLUP, which were compared to the traditional pedigree-based alternative using BLUP. GBLUP demonstrated that breeding value accuracy would be improved and substantial increases in genetic gains towards solid wood production would be achieved. Cross-validation within and across two different seed orchards indicated that genomic predictions would likely benefit in terms of higher predictive accuracy from increasing the size of the training data sets through higher relatedness and better utilization of LD",Eucalyptus nitens,Shining gum,https://datadryad.org/stash/dataset/doi:10.5061/dryad.pf58510,FALSE,TRUE,TRUE,TRUE,691,64640,NA,genomic selection; forest tree breeding; Eucalyptus nitens; SNP chip; genomic prediction models; genetic gains; GBLUP; marker-based relationship matrices
